"Trap","Year","Start.date","Start.month","End.date","End.month","Empty","o/u","FHL","Family","Genus","Art","Species","Number","Stratum","TreeSp"
"40",2017,24,5,7,6,"5","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",3,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",2,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","37-.001-.002-.","Throscidae","Trixagus","dermestoides","Trixagus dermestoides",19,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",5,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",1,"Understorey","Ground"
"40",2017,12,4,26,4,"1,8","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",3,"Understorey","Ground"
"40",2017,12,4,26,4,"1,8","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",2,"Understorey","Ground"
"40",2017,12,4,26,4,"1,8","u","711.005-.001-.","Salpingidae","Vincenzellus","ruficollis","Vincenzellus ruficollis",1,"Understorey","Ground"
"40",2017,12,4,26,4,"1,8","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",3,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",2,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Understorey","Ground"
"40",2017,30,8,13,9,"12","u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis","Cryptophagus labilis",1,"Understorey","Ground"
"40",2017,29,3,12,4,"1","o","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","Rhizophagus bipustulatus",6,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","52-.001-.006-.","Monotomidae","Rhizophagus","perforatus","Rhizophagus perforatus",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Understorey","Ground"
"40",2017,26,4,10,5,"3","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",2,"Understorey","Ground"
"40",2017,26,4,10,5,"3","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",28,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","91-.011-.003-.","Curculionidae","Hylesinus","varius","Hylesinus varius",24,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",1,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",2,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","88-.0061.006-.","Chrysomelidae","Oulema","duftschmidi","Oulema duftschmidi",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",2,"Understorey","Ground"
"40",2017,16,8,30,8,"11","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","88-.052-.007-.a","Chrysomelidae","Altica","oleracea oleracea","Altica oleracea oleracea",1,"Understorey","Ground"
"40",2017,29,3,12,4,"1","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",19,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","72-.002-.001-.","Pyrochroidae","Schizotus","pectinicornis","Schizotus pectinicornis",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","34-.033-.004-.","Elateridae","Denticollis","linearis","Denticollis linearis",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",2,"Understorey","Ground"
"40",2017,29,3,12,4,"1","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",31,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",6,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",14,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",2,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","o","80-.005-.006-.","Melandryidae","Orchesia","undulata","Orchesia undulata",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","o","37-.001-.0031.","Throscidae","Trixagus","gracilis","Trixagus gracilis",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",1,"Understorey","Ground"
"40",2017,19,7,2,8,"9","o","601.008-.003-.","Corylophidae","Orthoperus","atomus","Orthoperus atomus",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",5,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","531.011-.001-.","Silvanidae","Uleiota","planatus","Uleiota planatus",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","72-.001-.002-.","Pyrochroidae","Pyrochroa","serraticornis","Pyrochroa serraticornis",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","Placonotus testaceus",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","Rhizophagus bipustulatus",1,"Understorey","Ground"
"40",2017,13,9,27,9,"13","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",1,"Understorey","Ground"
"40",2017,5,7,19,7,"8","u","68-.0011.001-.","Ptinidae","Ptinomorphus","imperialis","Ptinomorphus imperialis",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Aulonothroscus brevicollis",1,"Understorey","Ground"
"40",2017,29,3,12,4,"1","o","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",2,"Understorey","Ground"
"40",2017,29,3,12,4,"1","o","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Aulonothroscus brevicollis",1,"Understorey","Ground"
"40",2017,29,3,12,4,"1","o","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","Adalia decempunctata",2,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","37-.001-.002-.","Throscidae","Trixagus","dermestoides","Trixagus dermestoides",2,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",1,"Understorey","Ground"
"40",2017,10,5,10,23,"4","u","91-.038-.001-.","Curculionidae","Trypodendron","domesticum","Trypodendron domesticum",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","34-.0101.001-.","Elateridae","Ectinus","aterrimus","Ectinus aterrimus",3,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"40",2017,24,5,7,6,"5","u","55-.011-.001-.","Cryptophagidae","Antherophagus","pallens","Antherophagus pallens",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","o","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis","Cryptophagus labilis",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","91-.038-.002-.","Curculionidae","Trypodendron","signatum","Trypodendron signatum",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis","Cryptophagus labilis",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","83-.030-.001-.","Tenebrionidae","Uloma","culinaris","Uloma culinaris",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","492.002-.002-.","Cerylonidae","Cerylon","histeroides","Cerylon histeroides",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",12,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","65-.006-.027-.","Ciidae","Cis","vestitus","Cis vestitus",5,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",3,"Understorey","Ground"
"41",2017,7,6,21,6,"6","o","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","531.004-.001-.","Silvanidae","Ahasverus","advena","Ahasverus advena",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",3,"Understorey","Ground"
"41",2017,7,6,21,6,"6","o","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","o","27-.002-.018-.","Cantharidae","Cantharis","nigricans","Cantharis nigricans",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",4,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","Placonotus testaceus",2,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",4,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",2,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","54-.001-.001-.","Erotylidae","Tritoma","bipustulata","Tritoma bipustulata",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",9,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","85-.025-.001-.","Scarabaeidae","Serica","brunnea","Serica brunnea",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","o","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","o","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",5,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",2,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","o","93-.021-.014-.","Curculionidae","Phyllobius","pomaceus","Phyllobius pomaceus",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","531.006-.001-.","Silvanidae","Silvanus","bidentatus","Silvanus bidentatus",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",11,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",3,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",4,"Understorey","Ground"
"41",2017,2,8,16,8,"10","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",21,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","68-.022-.xxx-.","Ptinidae","Dorcatoma","spec.","Dorcatoma spec.",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","36-.0082.003-.","Eucnemidae","Microrhagus","pygmaeus","Microrhagus pygmaeus",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",16,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","34-.041-.003-.","Elateridae","Athous","subfuscus","Athous subfuscus",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",19,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",22,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","31-.002-.001-.","Cleridae","Tillus","elongatus","Tillus elongatus",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",2,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",11,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","54-.001-.001-.","Erotylidae","Tritoma","bipustulata","Tritoma bipustulata",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","91-.038-.003-.","Curculionidae","Trypodendron","lineatum","Trypodendron lineatum",4,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","90-.012-.003-.","Anthribidae","Anthribus","nebulosus","Anthribus nebulosus",1,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","711.005-.001-.","Salpingidae","Vincenzellus","ruficollis","Vincenzellus ruficollis",1,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","91-.038-.002-.","Curculionidae","Trypodendron","signatum","Trypodendron signatum",1,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","Rhizophagus bipustulatus",1,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","59-.004-.001-.","Mycetophagidae","Mycetophagus","quadripustulatus","Mycetophagus quadripustulatus",1,"Understorey","Ground"
"41",2017,26,4,10,5,"3","u","34-.041-.002-.","Elateridae","Athous","vittatus","Athous vittatus",1,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",22,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Litargus connexus",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","31-.002-.001-.","Cleridae","Tillus","elongatus","Tillus elongatus",1,"Understorey","Ground"
"41",2017,21,6,5,7,"7","u","55-.011-.001-.","Cryptophagidae","Antherophagus","pallens","Antherophagus pallens",1,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",11,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis","Cryptophagus labilis",1,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",8,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",1,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","Placonotus testaceus",2,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",1,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","85-.048-.001-.","Scarabaeidae","Valgus","hemipterus","Valgus hemipterus",1,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","72-.002-.001-.","Pyrochroidae","Schizotus","pectinicornis","Schizotus pectinicornis",1,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",70,"Understorey","Ground"
"41",2017,10,5,10,23,"4","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",3,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",3,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",3,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","321.001-.001-.","Trogossitidae","Nemozoma","elongatum","Nemozoma elongatum",3,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","60-.003-.001-.","Zopheridae","Pycnomerus","terebrans","Pycnomerus terebrans",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","492.002-.002-.","Cerylonidae","Cerylon","histeroides","Cerylon histeroides",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"41",2017,7,6,21,6,"6","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",10,"Understorey","Ground"
"41",2017,19,7,2,8,"9","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
